Vsol_ml,Vg_ml,Pmax_kPa,t_act_h,score
5.5,0.5,39.90008713479124,14.166143562505377,18.66614356250538
5.4,0.5,39.36010942552345,14.391944311199724,18.811944311199724
5.3,0.5,38.81499417383902,14.627368977599543,18.967368977599545
5.2,0.5,38.2646677086277,14.87304912290467,19.133049122904673
5.1000000000000005,0.5,37.7090549434463,15.12967307277112,19.309673072771123
