Vsol_ml,Vg_ml,Pmax_kPa,t_act_h,score
4.0,0.5,31.6902611791416,3.3035297203982146,6.603529720398214
4.1,0.5,32.33495658598411,3.2238035787130506,6.60380357871305
3.9000000000000004,0.5,31.03965463990564,3.3881384857415027,6.608138485741502
4.2,0.5,32.97382105515198,3.1485461950365043,6.608546195036505
4.300000000000001,0.5,33.606933337254816,3.0773895061619694,6.61738950616197
