Vsol_ml,Vg_ml,Pmax_kPa,t_act_h,score
3.9000000000000004,0.5,32.833177567180655,3.1648073114436652,6.384807311443666
4.0,0.5,33.53208034044894,3.085632523634098,6.385632523634097
3.8000000000000003,0.5,32.128289331138625,3.248933827299544,6.388933827299544
4.1,0.5,34.22507356575037,3.01098177171716,6.3909817717171595
3.7,0.5,31.417338411642454,3.338495918524138,6.398495918524138
